신문사,제목,본문_요약,링크,카테고리,예측점수,최종선택여부
한국경제,'엔비디아칩 中 수출' 트럼프에 공화당도 반기,"AI칩 中 수출 논란하원 中위원장, 상무장관에 서한'첨단 AI 수출 금지 법안' 발의도엔비디아 H200칩 증산 추진美AI차르 ""中, 미국칩 수입 거부""도널드 트럼프 미국 행정부가 중국에 엔비디아의 고성능 인공지능(AI) 칩 ‘H200’ 수출을 허용하자 미 의회에서 반발이 나오고 있다. 민주당뿐 아니라 집권 공화당에서조차 “미국의 전략적 이익을 해치는 결정”이라며 반기를 드는 분위기다. H200은 엔비디아의 최신 AI 칩 ‘블랙웰’보다 한 세대 전 모델이지만 현재 중국에 수출되는 H20보다 여섯 배가량 성능이 좋은 칩이다.◇H200 수출 금지 법안 발의14일 외신에 따르면 미국 하원 미중경쟁특별위원회의 존 물레나 위원장(공화당)은 행정부가 H200의 대중 수출 허용 결정을 내린 근거에 의문을 제기했다. 물레나...",https://n.news.naver.com/article/newspaper/015/0005224216?date=20251215,기타,0.69200149,1
매일경제,현대차 GV90 신차에 삼성 대신 퀄컴 반도체,차량용 반도체 협력 숨고르기배터리·디스플레이 협력 확대현대자동차가 내년 출시될 예정인 플래그십 세단 제네시스 GV90에 당초 예정했던 삼성전자 LSI사업부의 인포테인먼트용 반도체 '엑시노스 오토 V920' 대신 퀄컴의 차량용 반도체를 탑재하기로 했다.이를 두고 업계에서는 2년여간 이어져 온 삼성전자와 현대차의 차량용 반도체 협력이 '숨 고르기'에 들어갔다는 평가를 내놓고 있다. 삼성전자는 2023년 6월 차량용 프리미엄 인포테인먼트(IVI)용 프로세서인 '엑시노스 오토 V920'을 현대차에 공급하기로 했다고 발표하며 현대차와의 협력을 공식화한 바 있다.14일 삼성전자 차량용 반도체를 현대차 신차에 공급하는 방안이 미뤄진 것은 두 회사가 조직 내부 역량을 높이는 데 집중할 필요성이 커졌기 때문인 것으로 업계는...,https://n.news.naver.com/article/newspaper/009/0005605766?date=20251215,업계,0.676365057,
매일경제,"""비만 다음은 역노화…한국에 승산 있죠""","권석윤 생명연 원장 인터뷰비만이 만병의 근원이듯이노화는 모든 질환의 시작점위고비 넘는 히트작 나올것세계최고 의료·바이오 환경한국이 가장 잘할 수 있다""비만치료제 위고비를 넘어서는 블록버스터는 노화를 거스르고 신체를 젊게 되돌려주는 '역노화치료제'가 될 겁니다. 세계 최고 의료와 탄탄한 제약바이오 기반을 갖춘 한국이 가장 잘할 수 있어요. 지금 국가적 역량을 모아야 할 1순위 전략연구입니다.""권석윤 한국생명공학연구원(생명연) 원장은 최근 인터뷰에서 ""비만이 만병의 근원이라면 노화 역시 모든 질환의 시작점""이라며 이렇게 말했다. 노화는 생명체가 시간이 흐르며 생존과 생식력에 필요한 생리적 기능이 떨어지는 자연스러운 생명 현상이다. DNA 손상이 누적되거나 암 유발 유전자가 활성화되는 등 이유로 세포가 증식을 멈...",https://n.news.naver.com/article/newspaper/009/0005605853?date=20251215,업계,0.671746339,
동아일보,"현대차, 남미 최대시장 브라질 질주… 도요타 제치고 亞완성차 1위","18만2948대 판매… 맞춤전략 주효점유율 8%로 4위… 도요타 5위연말까지 판매량 20만대 넘길 듯“2032년까지 친환경차에 10억달러”현대자동차가 남미에서 가장 큰 자동차 시장인 브라질에서 일본 도요타를 제치고 아시아 완성차 업체 중 가장 많은 판매량을 기록하며 존재감을 키우고 있다.14일 현대차와 브라질자동차유통연맹(Fenabrave) 통계 등에 따르면 올해 1∼11월 현대차는 브라질 시장에서 승용차와 상용차를 합해 총 18만2948대를 판매했다. 점유율은 8.02%로 브라질 내 4번째로 높았다.특히 이 순위는 일본의 도요타보다 높은 순위여서 주목된다. 도요타는 같은 기간 브라질에서 총 15만8864대를 판매해 점유율 6.96%로 현대차에 이어 5번째였다. 1위는 이탈리아 피아트(48만377대, 21....",https://n.news.naver.com/article/newspaper/020/0003681699?date=20251215,업계,0.649079907,1
한국경제,"범용 D램 품귀가 부른 '가격 역전'…""내년 HBM보다 비싸져""",반도체 제조 HBM 생산 쏠림에D램 공급난 심화…수익성 곧 역전삼성전자·SK하이닉스 전략 수정HBM 유지하면서 D램도 투자인공지능(AI) 시대 고부가가치 D램의 대표 주자로 꼽힌 고대역폭메모리(HBM)와 ‘중저가 구형 제품’으로 치부된 범용 D램의 ‘기가바이트(GB)당 가격’ 격차가 좁혀지고 있다. 매출총이익(매출-원가)을 매출로 나눠 산출하는 수익성 지표 ‘매출총이익률’에선 내년 1분기부터 범용 D램이 HBM을 추월할 것이란 전망도 나온다. 반도체 제조사들이 한정된 생산능력을 HBM에 주로 배정하느라 범용 제품 공급이 부족해지자 빚어진 현상이다.14일 반도체업계에 따르면 올초까지만 해도 4~5배 차이가 나던 HBM과 범용 D램의 GB당 가격 격차가 계속 좁혀지고 있다. 내년 하반기께 공급이 본격화하는 HB...,https://n.news.naver.com/article/newspaper/015/0005224247?date=20251215,업계,0.641935141,1
한국경제,[알립니다] '한경바이오인사이트포럼 2026' 개최,"내년 2월25~27일 제주 롯데호텔한국판 JP모간 헬스케어 콘퍼런스를 지향하는 ‘한경바이오인사이트포럼 2026’이 내년 2월 25~27일 사흘간 제주 롯데호텔에서 열립니다.한국경제신문사가 주최하는 이번 행사에는 제약·바이오·의료·금융투자 업계 종사자 등이 참가해 인공지능(AI) 신약 개발, 항체약물접합체(ADC), 세포·유전자치료제(CGT), 더마코스메틱 등 최신 기술 트렌드와 이슈, 글로벌 기술 수출 및 임상 전략을 공유합니다. 국내 주요 병원장이 디지털 헬스케어 전략, 바이오업계와의 협력 방안을 논의합니다. 금융투자업계에서는 은행 증권사 벤처캐피털 등 제약·바이오 투자회사가 대거 참여해 투자 대상 기업을 만납니다. 보건복지부, 산업통상부, 중소벤처기업부, 식품의약품안전처, 한국거래소 등 정부기관 관계자가...",https://n.news.naver.com/article/newspaper/015/0005224166?date=20251215,업계,0.628416866,
한국경제,공공입찰 막힌 中 배터리는 '민간 ESS' 공략,정부 국산화 기조에 납품 뚝규제 적고 가격 민감도 높은국내 산업·주택용 시장 노려정부 공공입찰에서 연거푸 탈락한 중국 배터리회사들은 한국 상업용·주택용 에너지저장장치(ESS) 시장을 집중 공략하고 있다. 물량은 아직 적지만 정부 규제가 없는 시장에서 성장 가능성에 베팅하겠다는 전략이다.올해 1월 한국 법인을 설립한 중국 1위 배터리 생산업체 CATL이 대표적이다. CATL은 규제가 적고 가격에 민감한 민간 ESS 시장을 타깃으로 삼아 영업 활동을 벌이고 있다. 업계 관계자는 “국내 벤처기업에 태양광사업용 리튬·인산철(LFP) 배터리를 공급하는 계약의 마무리 절차를 밟고 있다”며 “영업 때마다 국내 업체보다 저렴한 가격을 강하게 어필하고 있다”고 전했다.중국 업체들이 민간 시장으로 눈을 돌린 건 공공입찰에서 ...,https://n.news.naver.com/article/newspaper/015/0005224262?date=20251215,업계,0.621550472,1
중앙일보,"[김한진의 마켓 나우] 대미 투자 3500억 달러, 흔들리는 원화","도널드 트럼프 미국 대통령은 지난 7월 7일 소셜미디어에 “8월부터 한국에 25% 상호관세를 부과하겠다”고 밝혔다. 이후 협상은 10월 말 경주에서 열린 한·미 정상회담에서 타결됐으며, 한국은 조선업 분야 1500억 달러를 포함해 총 3500억 달러를 미국에 투자하기로 했다. 대신 미국은 한국산 자동차 등 주요 품목의 관세를 15%로 인하하기로 합의했다.대규모 투자에 따른 외환시장 충격을 완화하기 위해 다양한 안전장치가 마련됐다. 핵심은 투자금을 성과가 확인될 때마다 나눠 지급하는 ‘기성고(milestone payment)’ 방식이다. 이는 단기간의 대규모 달러 유출을 막고, 외환시장 상황에 따라 투자 시점과 규모를 조정하기 위한 장치다. ‘상업적으로 합리적인 투자’만 집행한다는 조건도 내걸렸다.하지만 중장...",https://n.news.naver.com/article/newspaper/025/0003489738?date=20251215,경영,0.616848506,
한국경제,"이우일 ""친환경 사업 키워 5년 안에 매출 3배 점프""","'수산화칼륨 세계 1위' 유니드 부회장 인터뷰""1등 사업이 생존·성장 담보 안해가장 잘하는 걸로 신사업 진출""친환경 소재기업으로 제2 도약""기업에 탄소포집 장비 싸게 주고촉매제인 수산화칼륨 독점 공급잉크 팔아 돈버는 프린터와 비슷""수산화칼륨 이용해 전기분해그린수소 생산 등 사업 다각화도“내년부터 탄소 포집 장비와 그린수소 사업을 시작합니다.”반도체와 배터리 제조 공정 등에 쓰이는 수산화칼륨 세계 1위 기업 유니드가 친환경 기업으로의 변신을 선언했다. 이우일 유니드 부회장은 14일 한국경제신문과의 인터뷰에서 “기존 사업의 안정적인 현금 창출력을 바탕으로 친환경 분야를 유니드의 새로운 주력 사업으로 키울 것”이라며 이같이 밝혔다. 이 부회장은 그러면서 “5년 안에 이 분야에서만 1조5000억원의 매출을 낼 것”...",https://n.news.naver.com/article/newspaper/015/0005224249?date=20251215,업계,0.605387687,
동아일보,순풍 탄 K반도체… 삼성-SK ‘영업익 200조’ 연다,증권사들 내년 전망치 잇단 상향메모리 공급 부족에 가격 치솟아… 본격 슈퍼사이클 타고 실적 기대빅테크 맞춤형 AI칩 개발 경쟁… “삼성 HBM 출하량 내년 3배 늘듯”본격적인 반도체 ‘슈퍼사이클’(초호황기)이 시작되면서 삼성전자와 SK하이닉스 두 회사의 내년 영업이익 합계가 200조 원에 육박할 것이란 전망까지 나왔다. 12월 들어 주요 증권사들은 삼성전자와 SK하이닉스 두 회사의 내년 영업이익 전망치를 잇달아 상향 조정하고 있다.14일 증권가에 따르면 키움증권은 삼성전자의 2026년 연결 기준 영업이익 전망치를 107조6120억 원으로 상향했다. 이는 기존 증권가 컨센서스(최근 3개월간 증권사 추정치 평균)인 83조2420억 원 대비 29.3% 높은 수준이다. iM증권은 같은 기간 SK하이닉스의 내년 연결...,https://n.news.naver.com/article/newspaper/020/0003681744?date=20251215,경영,0.602739533,1
한국경제,"[사설] 철강 수출 팬데믹 이후 최악, 고부가 중심 산업재편 시급",올해 철강 수출이 2020년 코로나19 대유행 이후 최악으로 추락할 것이라고 한다. 대체데이터 플랫폼인 한경에이셀(Aicel) 분석에 따르면 철강 수출액은 미국의 50% 관세 부과에다 중국의 밀어내기 공세가 겹치면서 3년 연속으로 5% 넘게 뒷걸음질할 전망이다. 글로벌 수요 부진과 극심한 가격 경쟁 탓에 벼랑 끝으로 내몰린 철강업계가 위기에서 벗어날 돌파구를 찾기는커녕 더 깊은 수렁에 빠져들고 있다는 얘기다. 이런 가운데 미국뿐만 아니라 유럽연합(EU)도 철강산업 보호를 위해 무역 장벽을 높이고 있다.철근 형강 강관 등 범용 제품을 생산하는 중소 철강회사 상당수는 더는 버티기 힘든 한계 상황에 놓였다. 78년 역사의 강관 제조사인 미주제강이 제살 깎아 먹기식 가격 경쟁을 견디지 못하고 지난 9월 결국 문을 ...,https://n.news.naver.com/article/newspaper/015/0005224288?date=20251215,업계,0.576835731,
매일경제,[이덕주의 전자만사] 30년전 이건희 편지가 젠슨황을 일깨웠듯이 삼성전자 혁신적 제품 美빅테크 성공 밑거름,"젠슨황이 상기시킨 삼성전자 저력지난 10월 30일 젠슨 황 엔비디아 최고경영자(CEO)와 이재용 삼성전자 회장, 정의선 현대자동차그룹 회장이 서울에서 만났습니다. 아주 짧은 시간의 만남이었지만 한국 사회에 많은 놀라움을 던져줬습니다. 세 사람의 만남만큼이나 화제가 된 것은 황 CEO가 공개한 이건희 삼성 선대회장의 편지였는데요. 황 CEO가 1996년 한국에 처음 오게 된 것이 이건희 회장이 황 CEO에게 쓴 편지 때문이었다는 것입니다. 그 편지에는 이건희 회장이 가지고 있던 세 가지 비전이 담겨 있었습니다.첫째, 한국의 모든 시민을 초고속인터넷으로 연결하고 싶다는 것.둘째, 한국에 첨단 기술을 가져올 수 있는 애플리케이션(앱)이 게임이라고 생각한다는 것.셋째, 세계 최초로 한국에 비디오게임 월드컵을 열고 ...",https://n.news.naver.com/article/newspaper/009/0005605783?date=20251215,경영,0.557392281,
한국경제,자가면역질환 치료제 '램시마'…의약품 생산액 2년 연속 1위,"작년 3800억원 규모 생산글로벌 매출 1조원 넘겨케이캡·나보타도 약진셀트리온의 자가면역질환 치료제 ‘램시마주’(사진)가 2년 연속 국내 의약품 생산액 1위를 차지한 것으로 나타났다.14일 제약·바이오업계에 따르면 국가데이터처 국가통계포털(KOSIS) 9월 집계 기준 ‘램시마주100㎎’ 작년 생산액은 약 3800억원으로 국내 상위 20개 의약품 중 1위다.이 약은 2023년에도 생산액 약 2300억원으로 1위였다. 1년 만에 생산액이 63% 증가했다.램시마는 셀트리온이 세계 최초로 개발한 항체 바이오시밀러(바이오의약품 복제약)로 크론병, 강직성 척추염, 궤양성 대장염, 류머티즘성 관절염 등에 쓰인다. 작년 글로벌 매출 1조원을 넘겼다. 2, 3위는 HK이노엔의 ‘케이캡정50㎎’(1730억원)과 대웅제약의 ‘...",https://n.news.naver.com/article/newspaper/015/0005224167?date=20251215,업계,0.453020071,
중앙일보,너무 잘 팔려서 고민…삼성 '트라이폴드' 대박에 못웃는다 왜,"서울 최저 기온이 영하 3도까지 떨어진 지난 12일 오전 8시, 직장인 정모(29)씨는 오전 반차를 내고 서울 서초구에 위치한 ‘삼성 강남’ 매장 앞에 줄을 섰다. 삼성전자의 첫 두 번 접는 폴더블 스마트폰, ‘갤럭시 Z 트라이폴드’를 구매하기 위해서다. 정씨 앞에는 이미 80여명이 대기 중이었다. 오전 9시30분, 온라인 판매가 시작되자 정씨 역시 모바일로 접속했지만 2분만에 먹통이 됐다. 정씨는 “물량이 많지 않다고 해 오픈런을 했고 온라인 구매에도 도전했다”며 “다행히 오전 11시20분쯤 매장에서 구매할 수 있었다”고 말했다.14일 정보통신(IT) 업계에 따르면 삼성전자는 지난 12일 갤럭시 Z 트라이폴드를 국내에 출시한 직후 초도 물량을 모두 소진했다. 제품에 대한 평가도 긍정적이다. 하지만 흥행에도...",https://n.news.naver.com/article/newspaper/025/0003489785?date=20251215,기타,0.451127625,
매일경제,챗GPT 독주 끝…제미나이와 '2강' 체제로,"국내 AI 시장 지각변동챗GPT 점유율 여전히 높지만신규 설치건수는 계속 하락성능 호평 제미나이 이용자 쑥국내 생성형 인공지능(AI) 시장에서 오픈AI 챗GPT의 독주가 계속되는 가운데 최근 구글의 '제미나이 3' 이용자가 급격히 늘어나며 빠르게 존재감을 키우고 있는 것으로 나타났다. 14일 데이터 테크기업 아이지에이웍스 모바일인덱스에 따르면 구글이 제미나이 3를 출시한 지난달 17일 이후 같은 달 23일까지 일주일 동안 오픈AI 챗GPT의 주간활성이용자(WAU)는 869만3560명으로 집계됐다.이후 11월 24~30일과 12월 1~7일에는 각각 880만475명, 875만4798명을 기록하며 생성형 AI 중 국내 이용자 1위 자리를 굳건히 유지했다.다만 챗GPT 신규 설치 건수는 같은 기간 첫째 주 20만2...",https://n.news.naver.com/article/newspaper/009/0005605809?date=20251215,기타,0.412441505,
매일경제,내연부터 전기차까지…포르쉐코리아 '쾌속 질주',"부세 사장 취임 1년 혁신 성과올해 1~3분기 판매 38% 껑충내년 국내 서비스센터 두배로포르쉐코리아가 올해 내연기관부터 순수전기차까지 제품 포트폴리오를 대폭 넓히며 본격적인 실적 개선 토대를 놨다.포르쉐 AG는 6개 모델 라인업 중 5개를 업데이트하면서 올해 브랜드 역사상 가장 많은 제품을 출시했다. 포르쉐코리아도 그 어느 때 보다 다양한 신차를 국내 시장에 선보였다. 올해 상반기에만 파나메라 GTS, 타이칸 터보 GT 바이작 패키지, 마칸 일렉트릭, 타이칸 GTS를 출시했다. 하반기에는 타이칸 블랙 에디션, 신형 911 GT3와 911 GT3 투어링 패키지, 911 스피릿 70까지 국내에 출시하며 폭넓은 세그먼트를 선보였다. 내연기관부터 플러그인 하이브리드카, 혁신적인 순수 전기차 등 3개 타입 파워트레...",https://n.news.naver.com/article/newspaper/009/0005605749?date=20251215,경영,0.411047094,
매일경제,[매경데스크] 대통령이 무역의 날 패싱한 까닭,"무역입국 공로 큰 무역협회코엑스몰 등 임대수익 늘자수출진흥 핵심 기능 등한시내년 무역협회 설립 80주년수출진흥 집중할 개혁 준비제62회 무역의날 기념식이 지난 4일 한국무역협회 주관으로 코엑스에서 열렸다(무역의 날은 5일이지만 행사는 하루 앞섰다). 미국 행정부의 관세 공세에도 불구하고 역대 최대 수출 실적(1~11월 누적 6402억달러)을 달성한 것을 자축하는 기념비적 행사였다. 598명 유공자에게 포상이 이뤄졌고, 1689개 기업에 수출의 탑이 수여됐다.이 역사적인 행사에 이재명 대통령은 모습을 보이지 않았다. 대통령이 무역의 날 행사를 건너뛴 것은 이례적이다. 박정희·노태우 대통령이 서유럽 순방 일정이 겹쳐 한 차례씩 빠졌고, 박근혜·윤석열 대통령이 각각 탄핵과 계엄 여파로 불참한 것을 제외하면 현직 ...",https://n.news.naver.com/article/newspaper/009/0005605801?date=20251215,경영,0.382156171,
한국경제,"日, 이달 기준금리 인상 유력…30년만에 年 0.5% 넘을 듯",18~19일 금리결정 회의일본은행이 오는 18~19일 금융정책결정회의에서 기준금리를 연 0.5%에서 0.75%로 인상할 것이 유력시된다고 니혼게이자이신문 등 일본 언론이 14일 보도했다. 기준금리가 연 0.75%로 오르면 30년 만에 최고 수준이 된다.일본은행은 1990년대 ‘거품 경제’가 붕괴하면서 1995년 9월 기준금리에 해당하는 공정이율을 연 1.0%에서 연 0.5%로 낮췄다. 이후 기준금리가 연 0.5%를 넘은 적이 없다. 앞서 우에다 가즈오 총재 등 일본은행 집행부는 기준금리 인상을 시사했다. 정책위원 9명 중 절반 이상이 기준금리 인상을 지지할 것으로 니혼게이자이는 전망했다. 일본은행이 이달 기준금리를 올리면 올해 1월 이후 11개월 만이다.최근 일본은행 내에서는 미국이 부과한 관세가 일본 경기...,https://n.news.naver.com/article/newspaper/015/0005224254?date=20251215,경영,0.330867725,1
